sentence,label
nam bắc ta lực thể chia_cắt,ủng hộ
party,phân biệt
mấy không được đi học,khác
tui bình_luận phân_biệt miền báo_cáo,ủng hộ
namki cay,phân biệt
nam bắc party,phân biệt
bắc trung nam,ủng hộ
parky parky,phân biệt
tất miền việt_nam anh_em bh gồng chống bọn phân_biệt vùng miền,ủng hộ
vấn không phục được,ủng hộ
miền bắc chào batman,phân biệt
monkey,phân biệt
mong miền nam hai tiếng đồng_bào du_ngoạn cảnh đẹp đất,ủng hộ
kh trend,khác
xdc xd xdc parky xd xde,khác
câu hơi ngu parky gì dạo không tiktok không,khác
thùng xốp tôi rồi sông hồng sl,khác
mấy mạng xã_hội không giới_hạn mấy mấy chửi bậy cãi rùng beng,khác
bảo cụ xưa gọi chó kiki công chó ngoan với khôn lắm,khác
,khác
nam bắc,ủng hộ
hồ dạy yêu tổ_quốc yêu đồng_bào bao_nhiêu hùng hi_sinh đất mấy tphan nhảy chia_rẽ tc,ủng hộ
tiếng mấy bữa lướt bình_luận chia_rẽ đoàn_kết,ủng hộ
parky tiếng,phân biệt
bắc trung nam,ủng hộ
parky giải,phân biệt
bắc_nam cali không,phân biệt
bắc trung nam toàn lạ tất anh_em cột trèo hch,ủng hộ
namkyky,phân biệt
khứ nam bắc_thống đất dân_tộc việt_nam đoàn_kết gắn_kết phát_triển đất,ủng hộ
nam bắc,ủng hộ
hào kh pảky,phân biệt
trình_độ văn_hoá phân_biệt phân_chia xấu xấu,ủng hộ
tội_nghiệp sinh_vật bno gọi virut,phân biệt
parky rồi nam ky được gì,khác
namekicho khởi_nghĩa gặm bình oxy nhai dải phân rẻ rách lương_tâm rủ trộm_cắp ướp la_làng nhậu ổi xoài cóc hóc cá dọn bể,phân biệt
trẩu nam chửi parky trẩu bắc chửi cali tụi bây dị tiền bây thiệt nam đứng,khác
yêu tổ_quốc yêu đồng_bào,ủng hộ
parky,phân biệt
bắc trung nam,ủng hộ
hồ dạy yêu tổ_quốc yêu đồng_bào bao_nhiêu hùng hi_sinh đất mấy tphan nhảy chia_rẽ tc,ủng hộ
bắc_nam_thống độc_lập hoà_bình hôm đánh_đổi máu_xương dân_tộc việt_nam trân_trọng dừng phân_biệt,ủng hộ
dân bắc giải_phóng lũ nam tụi mày tiếng tư,phân biệt
người miền nam bắc tàn_tật bất tri_thức không hề phân_biệt vùng miền,khác
parky,phân biệt
tui miền nam đà_lạt học toàn bắc bắt_nạt nè không đi,phân biệt
trungnambắc mãi_mãi,ủng hộ
đối tôi việt_nam không không bắc trung nam,ủng hộ
oki namky,phân biệt
par kiki tây vui_tai nhể par kikikiki pịa,phân biệt
parky cay,phân biệt
mấy đứa bình_luận park cali namki toàn mấy đứa học,khác
yêu việt_nam yêu miền bắc trung nam,ủng hộ
nam bắc,ủng hộ
bắc_nam cồn cảnh ruột_thịt đấu_tranh_thống thành_công bắc_nam ta vui mấy thân_nôm_na,ủng hộ
namky vui hài,phân biệt
phận biệt chia_rẽ dân_tộc_thể chấp,ủng hộ
hâm_mộ lối sống trách_nhiệm bắc khâm_phục chí bất_khuất miền trung ta ta,ủng hộ
tệ,khác
sinh_vật,phân biệt
yêu tổ_quốc yêu đồng_bào,ủng hộ
parky cắn không vậy miền nam,phân biệt
nè tui miệt_thị cá_thể bắc,phân biệt
kệ nam bắc,ủng hộ
miền trung,khác
bạn kỳ tr kỳ kỳ gọi thời xưa gọi gì sai àh xưa ta gọi,phân biệt
,khác
bắc_nam,ủng hộ
vãi sinh_vật,khác
miền đất tao gọi như thế_này,khác
tao chấp bọn phân_biệt bái vô,khác
đừng nam bắc,ủng hộ
đường paky khởi_nghĩa,phân biệt
toàn lũ cali mấy bạn miền nam học không,phân biệt
namekey parky yal re uncle ho nephew,phân biệt
parky khóc hu_hu hu,phân biệt
giờ không biết nghĩa gì giờ biết lun,khác
bắc trung nam,ủng hộ
cali cay khóc,phân biệt
bắc_nam quan mày sống yêu_mến tao miền nan miền bắc nha mãi yêu,ủng hộ
đất hoai hùng việt_nam không phân_biệt miền miền đồng_bào yêu_thương,ủng hộ
nha việt ta dòng dòng máu ok giải_phóng miền nam miền bắc chiến_sĩ hai miền giúp_đỡ,ủng hộ
bọn barky kị thành_phố hồ_chí_minh trường nam kỳ đường nam kỳ vãi nhạy_cảm,phân biệt
parky,phân biệt
cali,phân biệt
yesue sinh_vật đỉnh nha ạnh,khác
bọn namky cay,phân biệt
lạ kêu nam kỳ trung kỳ không bắc kỳ chửi liền người kia không phân_biệt miền nam chào miền trung miền bắc,khác
bắc trung nam dân việt_nam bọn trẻ thời,ủng hộ
chào anh_em tôi người tàu châu máu đỏ da vàng,khác
tư_tưởng đấy kiểm,ủng hộ
dừng được trò_đùa vui giường đi,khác
nam bắc,ủng hộ
mày bọn tao namkiki mày,phân biệt
nailkyky,phân biệt
không bận_tâm chiến lũ không xứng nhân_dân việt_nam,khác
việt_nam dân_tộc việt_nam sông thể cạn núi thể mòn song chân_lý bao thay_đổi chủ_tịch hồ_chí_minh,ủng hộ
trung kỳ kiểu,khác
bắc trung nam,ủng hộ
mấy ghê phân_biệt miền toàn việt_nam,ủng hộ
bọn cali phân_biệt vùng miền tỉ_lệ thất_học miền nam miền bắc,phân biệt
đừng bao quan_tâm kẻ lưng chỗ việt_nam tối tào_lao hoài mấy nội,khác
parky,phân biệt
hai miền nam bắc tao nam người ta pk tức dùm,ủng hộ
miền păk miền păk lắm,phân biệt
miền nam paki,phân biệt
phân_biệt miền máu đỏ da vàng buồn,ủng hộ
parky,phân biệt
anh_em nam bắc bọn tao thuyền mck,ủng hộ
parky kia,phân biệt
việt_nam,ủng hộ
phân_biệt xã_hội phát_triển,khác
túi thik gái bắc nha,ủng hộ
parky vậy,khác
tui nè,khác
parky,phân biệt
không chửi thắm_thiết giận thương,khác
parky cay,phân biệt
chia buồn gia_đình sinh nhx đứa phản_động không yêu nc thành xúc_phạm hệ trẻ tàn nát,khác
kỷ_niệm công_tác hà_nội đi uống địa đi không đắt người địa haha,khác
gà mẹ hoài_đá,ủng hộ
nam bắc,ủng hộ
nhạc quên rồi,khác
bắc trung nam park cak,ủng hộ
ah ngừoi nam im_lặng rồi,khác
parky namki nambắc,ủng hộ
miền nam xưa không lương_thực miền bắc gì miền bắc được giải_phóng tr miền nam im mẹ mồm việt_nam bắc trung nam miệt_thị,khác
parky cay,phân biệt
miền bắc giàu miền kia giỏi kì_thị,khác
bắc_nam,ủng hộ
sinh_vật,phân biệt
mấy thk bảo đất giai_đoạn phát_triển,khác
bình_luận parky,khác
parky dân hàn quôc,phân biệt
thuận thiên,khác
game người_người không gì chán,khác
sinh_vật lạ không name,khác
bọn cali parky cay kìa lêu lêu cali,phân biệt
đi bọn culi,phân biệt
hồ dậy yêu tổ_quốc yêu đồng_bào,ủng hộ
ghét pky huống miền nam,phân biệt
khoản nghị_định nđ cp,ủng hộ
miền anh_em không phân_biệt,ủng hộ
namky namkiki,phân biệt
phân_biệt vùng miền sẩy đời rồi,khác
cay hả parky,phân biệt
tui nai phan biệt miền bây phân_biệt miền thương tui miền tây,ủng hộ
video thời thời_gian parky quên đi môi_trường bọn bình_luận,khác
namki cay,phân biệt
không nghĩa cay chi,khác
ngược miền nam parky giải_cứu,phân biệt
không miền nam parky cưỡi trâu,phân biệt
tôi miền nam ngưỡng_mộ bắc giỏi,ủng hộ
namki chao miền nam,phân biệt
hà_nội chào anh_em,khác
ghét kiểu phân_biệt miền vl hồ đồng_bào,ủng hộ
việt_nam yêu_thương,ủng hộ
tuỳ tui mấy miền bắc đẹp lắm,ủng hộ
giải_phóng nam bắc trung giải_phóng đừng vơ miền bắc vô giải_phóng không ngon of,khác
phân_biệt vùng miền phiên_văn mẫu,khác
việt_nam yêu thw đi miền nam,ủng hộ
việt_nam duongdereview learnontiktok mcv,ủng hộ
không vấn_đề tổ_quốc_hoá ôi thoi bẩn,phân biệt
cayky,phân biệt
parky cay,phân biệt
hồ dạy yêu tổ_quốc yêu đồng_bào,ủng hộ
parky cá_rô_phi,phân biệt
bắc trung nam anh_em,ủng hộ
ta gọi đồng_bào,phân biệt
cali cay hahahahaha,phân biệt
tôi nam bac,khác
miền trung giọng hà_nội giọng nam ngôn mãi yêu miền tổ_quốc,ủng hộ
sống ta sợ chi,phân biệt
bắc bắc không parky tôi học lịch_sử,khác
bình_luận rồi,khác
việt_nam duongdereview learnontiktok mcv,ủng hộ
parky bắc trung nam việt_nam spam câu,ủng hộ
bucky,phân biệt
tôi éo quan_tâm gọi kệ mẹ chi mệt,khác
parky parking hả,phân biệt
kg tham giải_phóng miền nam,khác
parky cá_rô,phân biệt
không,khác
nha thằng nam thằng ln,phân biệt
chào anh_em bắc trung nam lành,ủng hộ
miệt_thị gọi bắc kỳ gọi đàng_hoàng bắc kầy,phân biệt
bắc trung nam anh_em,ủng hộ
parky,khác
bắc_nam,ủng hộ
nam bac nha,ủng hộ
parky,khác
không lửa khói đa,khác
việt_nam dân_tộc việt_nam sông thể cạn núi thể mòn song chân_lý bao thay_đổi,ủng hộ
ducangky khát,phân biệt
cali,phân biệt
parky cay haha,phân biệt
hồ dạy yêu tổ_quốc yêu đồng_bào bọn mày dùm,ủng hộ
bắc trung nam dòng máu rồng cháu tiên đoàn_kết đoàn_kết đại_đoàn mết,ủng hộ
trungki chào parki,phân biệt
paky cay,phân biệt
culi không đi học bạn tôi dân_trí đấy ngòi bắc,phân biệt
việt_nam duongdereview learnontiktok mcv,ủng hộ
hào miền đừng ta gọi sinh xấu_hổ,ủng hộ
bel may dua noi parky bi un,phân biệt
miền bắc miền trung miền nam hoa đồng,ủng hộ
parky,phân biệt
thằng,khác
bắc trung nam,ủng hộ
bắc_nam trừ mấy thằng gốc bắc,phân biệt
yêu đừng quan_tâm bọn phân_biệt vùng miền chán rồi không coment,khác
lớp mấy kinh phân_biệt chủng_tộc dân_tộc da đen không quyền tiếng tụi không tụi đất tây_nguyên,phân biệt
kệ bắc_nam đấu_đá tôi miền trung thơm phuck,khác
bắc hỡ chửi mạng xã_hội bình_luận chửi bắc đâm ghét,phân biệt
kêu parky kêu bọn senpai hả,phân biệt
kệ đi toàn lũ trẻ không học đi spam parky chuẩn kid,khác
parky,phân biệt
huy,khác
công cảm_hứng,khác
lông tui dịch,khác
parky phóng_khoáng an_nhàn rồi rực_rỡ không khôn_ngoan yêu,khác
tk ngon sủa câu đi,khác
parky mãi mõm,phân biệt
bắctrungnam,ủng hộ
parky,phân biệt
ʔｄaｙ đọc bình_luận di mày,khác
namki,phân biệt
nam kỳ lục tỉnh đứng đấu_tranh thời nhiệm mấy fen lý phản_động được tưởng,khác
phận biệt chia_rẽ dân_tộc_thể chấp,ủng hộ
chấp mấy bọn tây nội_địa pịa cali,phân biệt
dân ta máu đỏ da vàng_lá cờ việt_nam xưa kia chiến_đấu mục_đích bình_yên đất hoà_bình,ủng hộ
bắc cụ rau_muống,khác
team kh phân_biệt miền,ủng hộ
miền anh_em ta việt_nam,ủng hộ
coment kid không vậy,khác
bắc_nam gì củng kì lêu lêu cải,khác
ta hoà đi bắc trung nam gia_đình đừng chia_rẽ dân_tộc,ủng hộ
không mấy sôi_sục thử kêu nam không không quan_tâm biết,khác
nhiên pa khôn,khác
parky namki bắcnam,ủng hộ
tayky chào parky,phân biệt
namkiki,phân biệt
đem thuế parky,phân biệt
phép bọn parky phân_biệt vùng miền bọn đấy bọn cali khát,phân biệt
buồn,khác
mong phạt phạt tiền mấy đứa mõm mạng đấy,ủng hộ
mượn đăng video dậy sóng vậy nội,khác
parky,phân biệt
tui miền nam không phân miệt miền,ủng hộ
parky cay,phân biệt
hồ dạy yêu đồng_bào yêu tổ_quốc,ủng hộ
việt_nam mảnh đất chữ phân_biệt miền vô_nghĩa,ủng hộ
culi trốn tiết dcd,phân biệt
nam bắc,ủng hộ
cali,phân biệt
parky namki nambắc,ủng hộ
parky,phân biệt
bắc_nam cội cành ruột_thịt đấu_tranh_thống thành_công bắc_nam ta vui,ủng hộ
tôi mê bắc kiểu miền bắc thuong vai,ủng hộ
bắc trung nam anh_em,ủng hộ
hâm mô miền trung nghệ_an toàn_tài hn hoá lắm,ủng hộ
parky trungki namki anh_em god ending chào miền bắc miền trung nha,ủng hộ
đầu tưởng bọn_giang_hồ,khác
kia cội dân_tộc lịch_sử đất chả phân_biệt miền,ủng hộ
cj giới trẻ cứu hồ đường cứu sống sung_sướng được giặc đồng_bào,ủng hộ
parky phóng_khoáng an_nhàn rồi rực_rỡ không khôn_ngoan yêu_thương,khác
bắc trung nam,ủng hộ
parykyky,phân biệt
ác_cảm xứ,phân biệt
đờ mờ mấy dân hào_sảng,phân biệt
khẩu nghiệp thương_yêu ta dân_tộc thống,ủng hộ
to sông bến_hải nhiên bọn lạ_mặt paky namky tui không mớ,khác
mấy thằng dân bọ oai,phân biệt
no parky lạnh_lùng boi,phân biệt
không parky miền nam hàn_quốc parky kỳ ích_kỷ sống không được,phân biệt
sài rồi không biệt miền không bắc,phân biệt
namky namky,phân biệt
dân ta máu đỏ da vàng_lá cờ việt_nam xưa kia chiến_đấu mục_đích bình_yên đất hoà_bình,ủng hộ
tôi party nhưg tôi không,phân biệt
tụi bây phân_biệt đồng_bào miền bắc miền nam miền nam tôn_trọng miền nam,khác
narky với parky trurky đại parky tieu narky trung trurky vai teo,phân biệt
bắc trung nam,ủng hộ
parky sống kỳ_thị,phân biệt
,khác
hoà em namkyky,phân biệt
việt_nam mày phân_biệt vùng miền,khác
cào phím,khác
bao tư_tưởng phân_biệt miền dân_tộc,ủng hộ
miền chả cv cơm lá cờ miền chán ghê,ủng hộ
đất việt_nam dân_tộc việt_nam sông_cạn_đá_mòn nhân_dân nam bắt,ủng hộ
tôi ghét parky kẻ phản_quốc bạo_động ghét bắc,phân biệt
namki parky,phân biệt
parky tụi mày không liên xô trung_quốc gì tụi mày gì,phân biệt
tôi chả bjo đi ns phân_biệt bắc_nam mạng toàn nam packy buồn bạn nam ghen_tị đi xấu,khác
tiktok khoá tài_khoản sử_dụng ngữ phân_biệt miền,ủng hộ
bao tư_tưởng phân_biệt miền dân_tộc,ủng hộ
tui bình_luận phân_biệt miền báo_cáo,ủng hộ
công cảm_hứng,khác
đung noi nua,khác
miền trung chào anh_em nam bắc,khác
miền nam đi hẳn phân_biệt bso miền nam quý vàng,khác
nam bắc namki parki ghét,ủng hộ
kệ bọn parky namkiki đi anh_em ta,ủng hộ
tôi ghét parky kẻ phản_quốc bạo_động ghét bắc,phân biệt
việt_nam đừng phân_biệt bắc trung nam trẻ đổ bao_nhiêu xương_máu đất hoà_bình em học_tập thân,ủng hộ
bình_luận vậy,khác
cali cay không nc,phân biệt
写真,khác
không miền bắc bọn mày bay bọn mẽo đô_hộ,phân biệt
bắc_nam,ủng hộ
dân_tộc việt_nam phân_biệt miền,ủng hộ
ta dân_tộc parky namkiki trungkiki việt_nam tất phân_biệt miền,ủng hộ
ta anh_em đừng parky chia_rẽ ta,ủng hộ
nhi hồ niềm chờ xây_dựng tương_lai đất tươi,khác
parky parky,phân biệt
giành độc_lập đất ta đám phân_biệt miền sống đất mong ta đời bình_yên phân_biệt miền chán bọn,khác
cay lắm clip nè,khác
,khác
nhựt võ parky phá_hoại cháo đá bát rồi rô không không yeu yêu trung_quốc,phân biệt
nam bắc,ủng hộ
parky namkiki bắc trung nam bắc trung nam sống_mái việt_nam,ủng hộ
miền trung miền bac nam viet nam mãi đỉnh,ủng hộ
mày cười sinh_vật hahah,phân biệt
bọn phân_biệt vùng miền được mõm mạng xã_hội,khác
bắc_nam_thống độc_lập hoà_bình hôm đánh_đổi máu_xương dân_tộc việt_nam trân_trọng dừng phân_biệt,ủng hộ
anh_em nam bắc bọn tao thuyền mck,ủng hộ
súc phân_biệt miệt_thị,khác
bắc trung nam anh_em không phân_biệt miền,ủng hộ
eror,khác
toàn hoa cố_tình chia_rẽ bình_tĩnh tỉnh_táo,khác
tụi parky cận huyết không miền nam,phân biệt
trung_quốc parky bọn mày đô_hộ,phân biệt
nam bắc,ủng hộ
trung_bình cali bình_luận parky cay,phân biệt
sinh_vật rồi,phân biệt
kêu_gọi anh_em rep bình_luận thành chán,khác
việt_nam dân_tộc việt_nam dân_tộc việt_nam đừng phân_biệt,ủng hộ
parky namkiki bắc trung nam,ủng hộ
lắm,khác
kiêmd view tred parky,phân biệt
parky,khác
parky hà_nội parky sủa,phân biệt
parky,phân biệt
tym hàn không bao_thống tôi hongkong nam kì phân_biệt,khác
đoàn_kết biết_bao_nhiêu hùng xương_máu,ủng hộ
không phân_biệt miền nam miền trung đè miền bắc phân_biệt cấm xklđ cấm mấy tỉnh miền bắc,phân biệt
thua ta việt_nam,ủng hộ
mấy đi học ngủ học,khác
thiệt bé vô mnam học mấy đứa mnam học trêu bé không chửi ức điên,khác
oki parky gay,phân biệt
bắc trung nam mãi_mãi,ủng hộ
the north vietnamese can tôi integration in south vietnam,phân biệt
pảky cũ nha,phân biệt
vtv đấy bạn yên_tâm thằng phân_biệt vùng miền phạt tiền triệu đi tù,khác
bắckikikikiki,phân biệt
sinh quyền bình_đẳng,ủng hộ
packy miền mấy packy dảy đành_đạch kiu nam ky coi biết,phân biệt
thắng vua thua nail,phân biệt
khoản nghị_định nđ cp,ủng hộ
bắcki,phân biệt
khuyên tất em miền đất việt_nam đừng phân_biệt miền tình đoàn_kết tất việt_nam,ủng hộ
bắc trung nam anh_em,ủng hộ
nam bắc,ủng hộ
tất anh_em,ủng hộ
namky chào,phân biệt
bắc_nam,ủng hộ
bọn phân_biệt vùng miền chx tỉnh_ngộ được,khác
miền nam bắc,ủng hộ
thời phân_biệt trug nam bắc lz thằg bè toàn nam_trung,ủng hộ
đất hoai hùng việt_nam không phân_biệt miền miền đồng_bào yêu_thương,ủng hộ
narmky miền nam nha,phân biệt
tây nội_địa,phân biệt
bây ngành gdv phân_biệt miền,khác
bắc trung nam,ủng hộ
dạo toàn nik ảo anh_em miền bắc anh_em miền nam mít,khác
parky cay,phân biệt
cali ta công_an li không nuocs cay,phân biệt
mấy tk bình_luận không đôi_co chửi nhây,khác
parky sống kỳ_thị,phân biệt
sinh_vật,phân biệt
việt_nam đồng_bào nam bắc đi việt_nam,ủng hộ
bọn đa gốc bắc duoi pháp đa ma,phân biệt
parky namky kiki,phân biệt
chờ mãi,khác
bố mày tây_nguyên,khác
miền nam chào miền trung miền bắc,ủng hộ
tui đơn_giản tui mấy khứa bình_luận kiểu tui next đỡ bực,ủng hộ
,phân biệt
đi nam bắc chứa hàng triệu trái_tim việt_nam,ủng hộ
trungky hóng parky namky chửi,phân biệt
nam bắc,ủng hộ
em miền bắc quý anh_em miền nam miền trung,ủng hộ
chấp bọn vất sục ta không bình_luận hạ bớt nổi đi,phân biệt
parky xịn đấy đập nát điện_biên_phủ câu sắt xịn trời rơi nồi chảo tuyệt_vời,phân biệt
ky,phân biệt
bọn phản nc,khác
nhân chi sơ thiện cà_khịa ngứa,khác
tiếng cali tiếng cali dịch,phân biệt
party vui,phân biệt
parky namky ta cải ta,ủng hộ
thời trẻ ngayd toàn parky cali namky,khác
nhào đừng phân_biệt cháu hồ,ủng hộ
parky rau_muống cá_rô,phân biệt
hồ cứu nam bắc trung bâyh toàn chia_rẽ phân_biệt,ủng hộ
chửi người ta đi cali trai,khác
namkyky trungky paky,phân biệt
tui trời,khác
chán niên,khác
kg giải thằng đội nón láo,khác
đừng miệt_thị được không,ủng hộ
đọc bình_luận kimlinh cno kì_thị mày tay kìa tôi quê tây_nguyên miền trung tao không ưa mấy mẹ mbắc,khác
bắc trung nam anh_em,ủng hộ
bắc không vô,khác
packi đe,phân biệt
parky,phân biệt
dân bắc giải_phóng miền nam,khác
coment cáu vậy,khác
việt_nam cấm tick tock,khác
bắc trung nam việt_nam mong đoàn_kết,ủng hộ
parky,phân biệt
parky cay,phân biệt
thây mặt miền nam lỗi miền bắc không miền nam chia_rẽ,khác
phân_biệt mạng thực_tế dân hoà_đồng lắm,khác
anh_em miền trung chào nam bắc nha,ủng hộ
người xấu parky găp người xấu trăm,phân biệt
yêu tổ_quốc yêu đồng_bào,khác
miền cháu cụ hồ bớt phân_biệt miền kẻ xấu người_người bắc người miền trung miền nam,ủng hộ
việt_nam duongdereview learnontiktok mcv,ủng hộ
giới trẻ học lịch_sử địa_lý nc ta,khác
mấy miềng được sống đừng chia_rẽ đoàn_kết đất nam bắc đìu việt_nam đừng em ta định_hướng sai_trái nam bắc,ủng hộ
miền trung chào anh_em,khác
miền bắc chào anh_em trung nam ta,ủng hộ
miền trung miền bắc miền nam yêu_thương ta việt_nam hào,ủng hộ
cay,khác
giọng bắc trầm mê tr,ủng hộ
ta anh_em phân_biệt miền,ủng hộ
parky lỏ,phân biệt
yếu bọn ngoại ban vô đặng_ly_gián miền nam miền bắc đừng kẻ xấu lợi_dụng phân_biệt miền đồng,ủng hộ
namkiki,phân biệt
tụi mày namki được tụi tôi packy phân_biệt vùng miền packy packy mãi đỉnh,phân biệt
đừng phân_biệt miền nx anh_em,ủng hộ
bọn trẻ,khác
cá_rô,phân biệt
buồn,khác
tp phản_động cx không tinh_thần yêu đoàn_kết cta chia_rẽ được,khác
yêu tồ quốc yêu đồng_bào học_tập lao_động đoàn_kết kỉ_luật gìn vệ_sinh khiêm_tốn dũng_cảm,ủng hộ
đừng miệt_thị được không,ủng hộ
miền,ủng hộ
backỳ nô đay cay lắm,phân biệt
gà mẹ hoài_đá,ủng hộ
yêu tổ_quốc yêu đồng_bào,ủng hộ
bảo thức,phân biệt
nam_trung bắc dải đất chữ dân_tộc việt cháu vua hùng đừng tổn_thương,ủng hộ
hôm bữa tui ik lm kiên_giang chủ lú hok tiền tụi parki nguyên bọn hùa chửi tui xúc_phạm đồi đánh tui,phân biệt
phản_động tội,khác
toàn mấy đứa cali thuê bạn tiền lắm,phân biệt
chó sủa dòng đi bắc trung nam đoàn_kết,ủng hộ
chuẩn em,khác
đa mấy thằng parky_toàn,khác
việt_nam ta iu thương nha iu,ủng hộ
đau hêt đầu gọi kiểu ji kệ quan_trọng_hoá,khác
yêu tổ_quốc yêu đồng_bào tiếp anh_em,ủng hộ
parky chúa,phân biệt
đừng parky,khác
đấy người miền nam,khác
réo ngkh parky na ki cay_cú đáp vậy parky cay,phân biệt
cmt_toàn,khác
chọc mấy thằng nguỵ nô vui chat dòng chữ nhảy ngựa dẵm đinh,phân biệt
nam bắc,ủng hộ
tui nam kỳ nè kêu dân nam kỳ rủ đi nhậu,khác
bắc trung nam,ủng hộ
am mon kì mokey mon ki,khác
parky giải_phóng miền nam,phân biệt
cali,phân biệt
anh_em bắc trung nam ta đừng kẻ_thù chia rẻ tinh_thần đoàn_kết dân_tộc ta,ủng hộ
hào parky,phân biệt
parky namkiki bắc trung nam,ủng hộ
việt_nam duongdereview learnontiktok mcv,ủng hộ
bút ku mẽo sướng xâm_lược,phân biệt
bình_luận nam bắc phân_biệt vùng miền,ủng hộ
tôi nhục_nhã,khác
việt_nam duongdereview learnontiktok mcv,ủng hộ
việt_nam duongdereview learnontiktok mcv,ủng hộ
parky chán lắm,phân biệt
lướt tiktok giải_trí không lướt đấy mạng đời chửi like mõm,khác
an,khác
hào được gọi parky,phân biệt
namky cay,phân biệt
chi tiktok keyword lock mấy đứa phân_biệt chủng_tộc tuyệt,ủng hộ
tổ_tiên người việt miền nam người bắc đấy người miền nam gốc người gốc khơ me không người bắc dẹp chiêm thành khai_hoang miền nam,phân biệt
anh_em ta mai dinh,ủng hộ
việt_nam duongdereview learnontiktok mcv,ủng hộ
haiz giới trẻ,khác
dòng máu việt cớ phân_biệt,ủng hộ
vd nhá mày trc xóm mày chó tung dại miệng xùi bọt mép mắt long sòng xọc người cắn mồm xủa parky,phân biệt
bắc trung nam,ủng hộ
mấy coment parky toàn mấy cận huyết vô_học,khác
đối tôi việt_nam không không bắc trung nam,ủng hộ
coment hầu tư lệch block tất,khác
bắc trung nam,ủng hộ
đọc bình_luận nghẹn,khác
mấy súc_vật rồi bình_luận đi,phân biệt
tiktok khoá tài_khoản sử_dụng ngữ phân_biệt miền,ủng hộ
kệ quan_tâm,khác
lắm chuẩn,khác
miền nam chào,khác
xàm lol đầu clip,khác
parky,phân biệt
parky culi dân_tộc việt_nam dòng máu đồng_bào kì_thị như thế_này việt_nam,ủng hộ
parky namkiki bắc trung nam bắc trung nam sống_mái việt_nam,ủng hộ
công_an li không,phân biệt
xưa tôi thằng bắc bố tôi tôi,khác
parky cay,phân biệt
nằm ôm,khác
monkey,phân biệt
party,phân biệt
kết_thúc đi,khác
mấy đứa phân_biệt vùng miền cay,khác
ta hoà đi bắc trung nam gia_đình đừng chia_rẽ dân_tộc,ủng hộ
nam bắc mong việt bình,ủng hộ
đừng gọi praky gọi bì cắt,phân biệt
việt_nam duongdereview learnontiktok mcv,ủng hộ
trungnambắc mãi_mãi,ủng hộ
yêu bắc trung nam,ủng hộ
bình_luận đa toàn bọn vô_học,khác
gợi parky gọi nam trunky huề cay_cú,phân biệt
parky được lũ calicon haha cali cay,phân biệt
miền nam không phân_biệt miền bọn phân_biệt miền bọn lực thù_địch chia_rẽ dân_tộc vô miền nam đi nam bắc,ủng hộ
tôi miền bắc miền nam giọng miền nam việt_nam,ủng hộ
cali,phân biệt
parky hàn nhật sợ,phân biệt
parky cá_rô_phi,phân biệt
nice bro,khác
bình_luận,khác
toàn bọn bome người thông_minh,khác
toàn mấy kẻ phản_động bình_luận buồn hệ trẻ dắt_mũi không,khác
bắc trung nam,ủng hộ
parky hàn nhật sợ,phân biệt
đọc bình_luận sốc,khác
miền cháu cụ hồ bớt phân_biệt miền kẻ xấu người_người bắc người miền trung miền nam,ủng hộ
bắc trung nam,ủng hộ
việt_nam đừng phân_biệt bắc trung nam trẻ đổ bao_nhiêu xương_máu đất hoà_bình em học_tập thân,ủng hộ
miền nam mến anh_em bắc lắm phú_quốc anh_em hoà thuật vui_vẻ,ủng hộ
parky giải parky,phân biệt
không parky miền nam hàn_quốc parky kỳ ích_kỷ sống không được,phân biệt
lạnh bắc_cực parky,phân biệt
đa sô bình_luận parky tụi bot bọn phản_động đừng gài,khác
,khác
miền nam không phân_biệt miền bọn phân_biệt miền bọn lực thù_địch chia_rẽ dân_tộc vô miền nam đi nam bắc,ủng hộ
miền nam đi bình_luận linh_tinh hoài_v,khác
parky cá dồ,phân biệt
park ke anh_em,khác
parky tan_hoang,phân biệt
tui mấy em nè tôi thành_phố hồ_chí_minh hiệu không bắc xấu tui da co may em mien bắc choi nét sony tầng_lớp,ủng hộ
party cay,phân biệt
việt_nam phát_triển xong phân_biệt miền chiến_tranh thời không quý độc_lập,khác
việt_nam,ủng hộ
thk cali dám nick,phân biệt
tư lệch_lạc rồi bọn phản_động nam bắc,ủng hộ
pải chấp hồ miền bắc,khác
nam bắc không pvbm,ủng hộ
parky ta tập_thể việt_nam,ủng hộ
chào parky,phân biệt
namky nuôi lai,phân biệt
nhin hàn_quốc phát trien the nao,khác
đọc bình_luận chán,khác
bớt trẩu tre đi máy đứa kiu parky nội_chiến quan_trọng ngoại chiên,phân biệt
việt_nam chiến_tranh đồ thời_nguyễn,khác
người việt_nam phân_biệt chi,ủng hộ
parky đg cay,phân biệt
miền nam bắc,ủng hộ
tụi mày quên hồ dạy,khác
tụi namkiki tức ói máu chỗ chui nhục lắm,phân biệt
thk parky bọn bố_mẹ không biết tư phản_quốc thk parky tôi tôi mong_ước mày thk,khác
gửi parky nhe ổn đời bè lắm đừng buồn tiếp_tục cố_gắng trò bot nỗi khổ,khác
party,phân biệt
parky,phân biệt
hồ dạy yêu đồng_bào yêu tổ_quốc,ủng hộ
không việt_nam,ủng hộ
chữ kỳ,khác
vấn không phục được,ủng hộ
chào,khác
tao hok quan_tâm miền bắc miền nam mấy bây muon lmj lm,khác
